mir	disease	pmid
mir-223	Atherosclerosis	25463083
mir-29a	Heart Failure	25464262
mir-145	Acute Myocardial Infarction	25465803
mir-144	Breast Neoplasms	25465851
mir-146a	Enterovirus Infection	25469565
mir-370	Enterovirus Infection	25469565
mir-122	Fatty Liver, Non-Alcoholic	25470250
mir-143	Colorectal Carcinoma	25474488
mir-145	Colorectal Carcinoma	25474488
mir-196b	Leukemia	25475721
mir-153	Lung Neoplasms	25475731
mir-145	Neoplasms [unspecific]	25476854
mir-143	Neoplasms [unspecific]	25477374
mir-145	Neoplasms [unspecific]	25477374
mir-200a	Carcinoma, Hepatocellular	25482402
mir-155	Breast Neoplasms	25484137
mir-21	Peripheral Nerve Injury	25484256
mir-222	Peripheral Nerve Injury	25484256
mir-146a	Neurodegenerative Diseases [unspecific]	25484882
mir-143	Neoplasms [unspecific]	25486198
mir-16	Neoplasms [unspecific]	25486198
mir-34	Neoplasms [unspecific]	25486198
mir-203	Choriocarcinoma	25486432
mir-142	Multiple Sclerosis	25486582
mir-155	Multiple Sclerosis	25486582
mir-16	Multiple Sclerosis	25486582
mir-155	Neoplasms [unspecific]	25486872
mir-148a	Chronic Inflammation	25486906
mir-29a	Human Immunodeficiency Virus Infection	25486977
mir-34a	Osteosarcoma	25490093
mir-221	Melanoma	25492219
mir-21	Rectal Neoplasms	25496125
mir-21	Pleural Mesothelioma	25497279
mir-221	Pleural Mesothelioma	25497279
mir-222	Pleural Mesothelioma	25497279
mir-23a	Pleural Mesothelioma	25497279
mir-30e	Pleural Mesothelioma	25497279
mir-31	Pleural Mesothelioma	25497279
mir-137	Lung Neoplasms	25498886
mir-494	Oral Neoplasms	25500095
mir-2909	Immune System Disease [unspecific]	25500259
mir-206	Pancreatic Adenocarcinoma	25500542
mir-23a	Squamous Cell Carcinoma, Tongue	25501015
mir-210	Osteoporosis	25503465
mir-130	Pulmonary Hypertension	25505270
mir-301	Pulmonary Hypertension	25505270
mir-21	Glioma	25510379
mir-27a	Obesity	25510894
mir-27b	Obesity	25510894
mir-7	Breast Neoplasms	25511742
mir-25	Carcinoma, Neuroendocrine	25512615
mir-17	Retinoblastoma	25513843
mir-18a	Retinoblastoma	25513843
mir-19b	Retinoblastoma	25513843
mir-92a	Colorectal Carcinoma	25515201
mir-122	Obesity	25515554
mir-210	Endometriosis	25516558
mir-193b	Laryngeal Neoplasms	25517434
mir-99	Heart Failure	25517466
mir-133a	Squamous Cell Carcinoma, Lung	25518741
mir-100	Coronary Atherosclerosis	25519160
mir-1226	Lung Neoplasms	25519225
mir-92a	Lung Neoplasms	25519225
mir-155	Adenocarcinoma, Pancreatic Ductal	25520858
mir-126	Squamous Cell Carcinoma, Lung	25521201
mir-205	Squamous Cell Carcinoma, Lung	25521201
mir-98	Squamous Cell Carcinoma, Lung	25521201
mir-375	Tongue Neoplasms	25521291
mir-155	Breast Neoplasms	25523096
mir-21	Breast Neoplasms	25523096
mir-221	Breast Neoplasms	25523096
mir-25	Breast Neoplasms	25523096
mir-30e	Breast Neoplasms	25523096
mir-143	Myeloproliferative Neoplasms	25527813
mir-134	Carcinoma, Endometrial	25528443
mir-22	Vascular Disease [unspecific]	25530680
mir-486	Leukemia, Myeloid	25533034
mir-21	Ischemia-Reperfusion Injury	25536091
mir-146a	Ovarian Neoplasms	25537514
mir-148a	Ovarian Neoplasms	25537514
mir-545	Ovarian Neoplasms	25537514
mir-92b	Gastric Neoplasms	25537895
let-7a	Cervical Neoplasms	25539644
mir-21	Cervical Neoplasms	25539644
mir-125b	Breast Neoplasms	25539763
mir-15a	Neoplasms [unspecific]	25540364
mir-155	Lymphoma, B-Cell	25541152
mir-34a	Lymphoma, B-Cell	25541152
mir-125a	Glioblastoma	25542152
mir-31	Colorectal Carcinoma	25543122
mir-21	Leukemia, Myeloid, Acute	25543261
mir-33a	Lung Neoplasms	25544258
mir-133a	Muscle Diseases [unspecific]	25547110
mir-133b	Muscle Diseases [unspecific]	25547110
mir-206	Muscle Diseases [unspecific]	25547110
mir-20a	Muscle Diseases [unspecific]	25547110
mir-26	Muscle Diseases [unspecific]	25547110
mir-30	Muscle Diseases [unspecific]	25547110
mir-155	Neoplasms [unspecific]	25548153
mir-150	Carcinoma, Hepatocellular	25549355
mir-21	Neoplasms [unspecific]	25550434
mir-193b	Breast Neoplasms	25550792
mir-451	Bladder Neoplasms	25550801
mir-139	Carcinoma, Colon	25550849
mir-145	Adenocarcinoma, Esophageal	25551563
mir-9	Carcinoma, Hepatocellular	25552204
mir-183	Prostate Neoplasms	25556023
mir-574	Breast Neoplasms	25560734
mir-146a	Liver Diseases [unspecific]	25562147
mir-146b	Liver Diseases [unspecific]	25562147
mir-152	Liver Diseases [unspecific]	25562147
mir-200a	Liver Diseases [unspecific]	25562147
mir-200b	Liver Diseases [unspecific]	25562147
mir-200c	Liver Diseases [unspecific]	25562147
mir-222	Breast Neoplasms	25562151
mir-29a	Breast Neoplasms	25562151
mir-34a	Breast Neoplasms	25562151
mir-452	Breast Neoplasms	25562151
mir-223	Liver Failure	25562161
mir-212	Osteosarcoma	25562164
mir-145	Glioblastoma	25564360
mir-215	Renal Fibrosis	25565137
mir-192	Bladder Neoplasms	25566965
mir-28	Leukemia, T-Cell	25568327
mir-218	Carcinoma, Gallbladder	25569100
mir-34a	Bladder Neoplasms	25572695
mir-125b	Lung Neoplasms	25573191
mir-214	Coronary Artery Disease	25575606
mir-129	Oral Leukoplakia	25576219
mir-31	Oral Leukoplakia	25576219
mir-339	Oral Leukoplakia	25576219
mir-93	Squamous Cell Carcinoma, Head and Neck	25578493
mir-152	Neoplasms [unspecific]	25578780
mir-210	Leukemia, Myeloid	25579461
mir-34a	Neoplasms [unspecific]	25579512
mir-21	Glioblastoma	25582055
mir-221	Glioblastoma	25582055
mir-222	Glioblastoma	25582055
mir-16	Cardiomyopathy, Hypertrophic	25583328
mir-221	Bladder Neoplasms	25585941
mir-200a	Neoplasms [unspecific]	25586904
mir-200b	Neoplasms [unspecific]	25586904
mir-200c	Neoplasms [unspecific]	25586904
mir-205	Neoplasms [unspecific]	25586904
mir-29b-2	Diabetes Mellitus	25587719
mir-1	Myocardial Infarction	25588055
mir-15	Breast Neoplasms	25594541
mir-500	Gastric Neoplasms	25595906
mir-34a	Carcinoma, Hepatocellular	25596083
mir-22	Liver Neoplasms	25596928
mir-125b	Prostate Neoplasms	25597828
mir-200b	Prostate Neoplasms	25597828
mir-200c	Prostate Neoplasms	25597828
mir-375	Prostate Neoplasms	25597828
mir-205	Carcinoma, Renal Cell	25600645
mir-10b	Colorectal Carcinoma	25606801
mir-100	Pancreatic Neoplasms	25607660
mir-126	Pancreatic Neoplasms	25607660
mir-130a	Pancreatic Neoplasms	25607660
mir-342	Pancreatic Neoplasms	25607660
mir-99a	Pancreatic Neoplasms	25607660
mir-99b	Pancreatic Neoplasms	25607660
let-7b	Colorectal Carcinoma	25611389
mir-375	Breast Neoplasms	25613180
mir-205	Malignant Neoplasms [unspecific]	25613953
mir-558	Neuroblastoma	25616966
mir-28	Neoplasms [unspecific]	25617309
mir-146b	Atrial Fibrillation	25617731
mir-210	Gastric Neoplasms	25618442
mir-10b	Bladder Neoplasms	25620614
mir-210	Bladder Neoplasms	25620614
mir-221	Bladder Neoplasms	25620614
mir-23a	Bladder Neoplasms	25620614
mir-29c	Bladder Neoplasms	25620614
mir-122	Breast Neoplasms	25621950
mir-551b	Gastric Neoplasms	25623763
mir-21	Glioblastoma	25628933
mir-451a	Glioma	25629604
mir-146a	Rheumatoid Arthritis	25630616
mir-181b	Glioblastoma	25633526
mir-145	Carcinoma, Endometrial	25634023
mir-29	Gastric Neoplasms	25634213
let-7g	Atypical Teratoid Tumor	25638158
mir-210	Gallstones	25639987
mir-1266	Breast Neoplasms	25640367
mir-221	Carcinoma, Lung, Non-Small-Cell	25641933
mir-222	Carcinoma, Lung, Non-Small-Cell	25641933
mir-484	Breast Neoplasms	25643696
mir-206	Rhabdomyosarcoma	25644430
mir-21	Cardiomegaly	25644540
mir-200b	Malignant Neoplasms [unspecific]	25644713
mir-200c	Malignant Neoplasms [unspecific]	25644713
mir-3189	Glioblastoma	25645911
mir-155	Lymphoma	25645925
mir-328	Lung Neoplasms	25646356
mir-378	Lung Neoplasms	25646356
mir-146a	Gout	25646371
mir-188	Leukemia, Myeloid	25646775
mir-122	Hepatitis C Virus Infection	25646812
mir-34b	Breast Neoplasms	25647415
mir-34c	Breast Neoplasms	25647415
mir-206	Gastric Neoplasms	25653235
mir-30a	Carcinoma, Hepatocellular	25654285
mir-143	Vascular Disease [unspecific]	25655189
mir-145	Vascular Disease [unspecific]	25655189
mir-143	Gastric Neoplasms	25656032
mir-145	Gastric Neoplasms	25656032
mir-21	Multiple Myeloma	25656574
mir-29a	Carcinoma, Breast	25656908
mir-29b	Carcinoma, Breast	25656908
mir-29c	Carcinoma, Breast	25656908
mir-21	Coronary Artery Disease	25656948
mir-23a	Coronary Artery Disease	25656948
mir-34a	Coronary Artery Disease	25656948
mir-101	Bladder Neoplasms	25658842
mir-509	Breast Neoplasms	25659578
mir-494	Preeclampsia	25660325
mir-760	Breast Neoplasms	25661353
mir-592	Colorectal Carcinoma	25661360
mir-145	Carcinoma, Lung, Non-Small-Cell	25661374
mir-122	Hepatitis C Virus Infection	25662750
mir-494	Glioblastoma	25662849
mir-375	Breast Neoplasms	25663261
mir-137	Carcinoma, Gastric	25663388
mir-423	Breast Neoplasms	25663458
mir-199a	Cystic Fibrosis	25665524
mir-15b	Vascular Disease [unspecific]	25665638
mir-31	Inflammatory Bowel Diseases	25665881
mir-155	Osteosarcoma	25666090
mir-145	Carcinoma, Cervical	25666710
let-7a	Carcinoma, Breast	25669981
mir-95	Colorectal Carcinoma	25671802
mir-155	Glioma	25672607
mir-200c	Carcinoma, Gastric	25672630
mir-25	Neoplasms [unspecific]	25672882
mir-199a	Hepatoblastoma	25673149
mir-182	Urinary Bladder Cancer	25676538
mir-17	Glioblastoma	25677619
mir-18	Glioblastoma	25677619
mir-19a	Glioblastoma	25677619
mir-19b-1	Glioblastoma	25677619
mir-20a	Glioblastoma	25677619
mir-92-1	Glioblastoma	25677619
mir-193b	Squamous Cell Carcinoma, Head and Neck	25677760
mir-206	Muscle Diseases [unspecific]	25678853
mir-211	Carcinoma, Breast, Triple Negative	25680404
mir-135a	Breast Neoplasms	25680412
mir-139	Breast Neoplasms	25680412
mir-375	Breast Neoplasms	25680412
mir-592	Breast Neoplasms	25680412
mir-9	Breast Neoplasms	25680412
mir-603	Glioma	25681036
mir-130a	Pulmonary Hypertension	25681685
mir-31	Wounds and Injuries [unspecific]	25685928
mir-455	Melanoma	25686251
mir-512	Carcinoma, Lung, Non-Small-Cell	25687035
mir-21	Vascular Hypertrophy	25689721
mir-30	Muscle Diseases [unspecific]	25689854
mir-150	Immune System Disease [unspecific]	25690461
mir-139	Neoplasms [unspecific]	25691250
mir-205	Lung Neoplasms	25695220
mir-375	Lung Neoplasms	25695220
mir-663	Alzheimer Disease	25695604
mir-27b	Liver Neoplasms	25698578
mir-155	Keratitis	25700796
mir-185	Carcinoma, Renal Cell, Clear-Cell	25700976
mir-126	Obesity	25701361
mir-16	Obesity	25701361
mir-425	Obesity	25701361
mir-634	Obesity	25701361
mir-143	Carcinoma, Nasopharyngeal	25701793
mir-100	Gastric Neoplasms	25703026
let-7d	Obesity	25704235
mir-708	Leukemia, Lymphocytic, Chronic, B-Cell	25704289
mir-128	Carcinoma, Hepatocellular	25704921
mir-31	Liver Injury	25706292
mir-199a	Atrial Fibrillation	25706326
mir-21	Breast Neoplasms	25706383
mir-17	Hepatitis C Virus Infection	25707620
mir-557	Hepatitis C Virus Infection	25707620
mir-765	Hepatitis C Virus Infection	25707620
mir-153	Carcinoma, Hepatocellular	25708809
mir-223	Leukemia, Myeloid, Acute	25710580
let-7f	Obesity	25710930
mir-27a	Colorectal Carcinoma	25712055
mir-34a	Colorectal Carcinoma	25712055
mir-335	Carcinoma, Cervical	25712373
mir-30a	Carcinoma, Renal Cell	25712526
mir-199a	Carcinoma, Hepatocellular	25714015
mir-372	Squamous Cell Carcinoma, Head and Neck	25714028
mir-148a	Adenovirus Infection	25714032
let-7	Carcinoma, Lung, Non-Small-Cell	25714397
mir-34	Carcinoma, Lung, Non-Small-Cell	25714397
mir-133a	Carcinoma, Hepatocellular	25714665
mir-326	Carcinoma, Hepatocellular	25714665
mir-424	Neoplasms [unspecific]	25716682
mir-27a	Liver Diseases [unspecific]	25716995
let-7c	Human Immunodeficiency Virus Infection	25717002
mir-124a	Human Immunodeficiency Virus Infection	25717002
mir-34a	Human Immunodeficiency Virus Infection	25717002
mir-21	Carcinoma, Hepatocellular	25720799
let-7a	Breast Neoplasms	25722304
mir-125b	Breast Neoplasms	25722304
mir-1274b	Breast Neoplasms	25722304
mir-205	Breast Neoplasms	25722304
mir-21	Breast Neoplasms	25722304
mir-720	Breast Neoplasms	25722304
mir-630	Carcinoma, Hepatocellular	25731670
mir-526b	Breast Neoplasms	25733698
mir-324	Carcinoma, Nasopharyngeal	25735100
mir-222	Breast Neoplasms	25735339
mir-29a	Breast Neoplasms	25735339
mir-34a	Breast Neoplasms	25735339
mir-21	Breast Neoplasms	25735723
mir-205	Glioblastoma	25736407
mir-24	Diabetes Mellitus, Type 2	25737017
mir-29b	Uterine Corpus Choriocarcinoma	25738313
mir-10b	Glioblastoma	25738367
mir-15	Glioblastoma	25738367
mir-16	Glioblastoma	25738367
mir-182	Carcinoma, Hepatocellular	25739014
mir-133a	Arteriosclerosis Obliterans	25740337
mir-216b	Carcinoma, Hepatocellular	25741595
mir-186	Adenocarcinoma, Pancreatic Ductal	25742499
mir-326	Adenocarcinoma, Pancreatic Ductal	25742499
mir-155	Breast Neoplasms	25744731
mir-33a	Lipid Metabolism Disorder	25744742
mir-33b	Lipid Metabolism Disorder	25744742
mir-200c	Breast Neoplasms	25746005
mir-1270	Inflammation	25746225
mir-141	Squamous Cell Carcinoma, Lung	25746592
mir-29a	Lymphoma, Burkitt	25746661
mir-29b	Lymphoma, Burkitt	25746661
mir-29c	Lymphoma, Burkitt	25746661
mir-17	Carcinoma, Thyroid, Follicular	25748447
mir-27a	Osteosarcoma	25749032
mir-16	Prostate Neoplasms	25750034
mir-331	Carcinoma, Hepatocellular	25750939
mir-204	Carcinoma, Nasopharyngeal	25752113
mir-124	Glioblastoma	25753094
mir-223	Hematologic Neoplasms	25753223
mir-142	Endometrial Stromal Sarcoma	25754227
mir-1179	Squamous Cell Carcinoma, Esophageal	25755718
mir-18a	Carcinoma, Lung, Non-Small-Cell	25755757
let-7a	Pleural Mesothelioma	25756049
mir-125a	Pleural Mesothelioma	25756049
mir-320	Pleural Mesothelioma	25756049
mir-484	Pleural Mesothelioma	25756049
mir-1204	Carcinoma, Nasopharyngeal	25756509
let-7a	Alzheimer Disease	25759134
let-7a	Asthma	25759134
let-7a	Autoimmune Diseases [unspecific]	25759134
let-7a	Cardiovascular Diseases [unspecific]	25759134
let-7a	Diabetes Mellitus	25759134
let-7a	Neoplasms [unspecific]	25759134
mir-200c	Alzheimer Disease	25759134
mir-200c	Asthma	25759134
mir-200c	Autoimmune Diseases [unspecific]	25759134
mir-200c	Cardiovascular Diseases [unspecific]	25759134
mir-200c	Diabetes Mellitus	25759134
mir-200c	Neoplasms [unspecific]	25759134
mir-106a	Carcinoma, Hepatocellular	25760076
mir-449a	Neoplasms [unspecific]	25760387
mir-155	Atopic Dermatitis	25761610
mir-34a	Squamous Cell Carcinoma, Head and Neck	25762634
mir-125b	Heart Failure	25763857
mir-16	Heart Failure	25763857
mir-21	Heart Failure	25763857
mir-451a	Heart Failure	25763857
mir-128	Squamous Cell Carcinoma, Head and Neck	25764126
mir-577	Glioblastoma	25764520
mir-19b	Atherosclerosis	25765596
mir-23b	Gastric Neoplasms	25765901
mir-122	Hepatitis C Virus Infection	25768906
mir-33a	Obesity	25769350
mir-338	Kideny Transplant Rejection	25769569
mir-125b	Carcinoma, Lung, Non-Small-Cell	25772251
mir-27a	Carcinoma, Lung, Non-Small-Cell	25773791
mir-143	Carcinoma, Renal Cell, Clear-Cell	25776476
mir-145	Carcinoma, Renal Cell, Clear-Cell	25776476
mir-15a	Carcinoma, Renal Cell, Clear-Cell	25776476
mir-16	Carcinoma, Renal Cell, Clear-Cell	25776476
mir-182	Carcinoma, Renal Cell, Clear-Cell	25776476
mir-183	Carcinoma, Renal Cell, Clear-Cell	25776476
mir-96	Carcinoma, Renal Cell, Clear-Cell	25776476
mir-150	Prostate Neoplasms	25778313
mir-125a	Androgenetic Alopecia	25778683
mir-485	Androgenetic Alopecia	25778683
mir-7	Androgenetic Alopecia	25778683
let-7b	Neuroblastoma	25779425
mir-133a	Gastric Neoplasms	25780292
mir-494	Neoplasms [unspecific]	25781916
mir-21	Breast Neoplasms	25784176
mir-34a	Breast Neoplasms	25784176
mir-218-1	Hirschsprung Disease	25786906
mir-16	Neoplasms [unspecific]	25787082
mir-122	Chronic Hepatitis B	25788377
let-7b	Influenza	25788763
mir-200a	Liver Injury	25789565
mir-34a	Breast Neoplasms	25789847
mir-205	Carcinoma, Breast, Triple Negative	25792283
mir-486	Adenocarcinoma, Gastric	25793394
mir-221	Ischemic Diseases [unspecific]	25796380
mir-222	Ischemic Diseases [unspecific]	25796380
mir-150	Leukemia, Lymphoblastic, Acute	25796601
mir-17	Leukemia, Lymphoblastic, Acute	25796601
mir-18	Leukemia, Lymphoblastic, Acute	25796601
mir-18a	Leukemia, Lymphoblastic, Acute	25796601
mir-19a	Leukemia, Lymphoblastic, Acute	25796601
mir-19b-1	Leukemia, Lymphoblastic, Acute	25796601
mir-20a	Leukemia, Lymphoblastic, Acute	25796601
mir-222	Leukemia, Lymphoblastic, Acute	25796601
mir-92-1	Leukemia, Lymphoblastic, Acute	25796601
mir-92a	Leukemia, Lymphoblastic, Acute	25796601
mir-200a	Carcinoma, Hepatocellular	25797260
mir-432	Carcinoma, Hepatocellular	25797263
let-7e	Cystic Fibrosis	25800681
mir-125a	Cystic Fibrosis	25800681
mir-99b	Cystic Fibrosis	25800681
mir-548c	Breast Neoplasms	25802200
mir-130b	Cholestasis	25802328
let-7a	Squamous Cell Carcinoma, Lung	25802847
mir-20a	Carcinoma, Cervical	25803820
mir-143	Bladder Neoplasms	25804644
mir-145	Bladder Neoplasms	25804644
mir-224	Bladder Neoplasms	25804644
mir-146a	Inflammation	25805648
mir-1290	Squamous Cell Carcinoma, Esophageal	25805931
mir-200c	Neoplasms [unspecific]	25808651
mir-29	Human Immunodeficiency Virus Infection	25808800
mir-9	Adenocarcinoma, Cervical	25809226
mir-210	Neoplasms [unspecific]	25809609
mir-494	Carcinoma, Nasopharyngeal	25809707
mir-15b	Glioma	25811315
mir-518a	Colorectal Carcinoma	25812680
mir-16	Carcinoma, Renal Cell	25815587
mir-103-1	Bipolar Disorder	25817407
mir-103-1	Schizophrenia	25817407
mir-124	Bipolar Disorder	25817407
mir-124	Schizophrenia	25817407
mir-132	Bipolar Disorder	25817407
mir-132	Schizophrenia	25817407
mir-138	Bipolar Disorder	25817407
mir-138	Schizophrenia	25817407
mir-206	Bipolar Disorder	25817407
mir-206	Schizophrenia	25817407
mir-218-1	Bipolar Disorder	25817407
mir-218-1	Schizophrenia	25817407
mir-34a	Bipolar Disorder	25817407
mir-34a	Schizophrenia	25817407
mir-449a	Bipolar Disorder	25817407
mir-449a	Schizophrenia	25817407
mir-9-3	Bipolar Disorder	25817407
mir-9-3	Schizophrenia	25817407
mir-340	Glioblastoma	25817794
mir-124	Colorectal Carcinoma	25818238
mir-155	Lymphoma, Large-Cell, Anaplastic	25820993
mir-122	Carcinoma, Hepatocellular	25823567
mir-93	Glioma	25823655
mir-1323	Lung Neoplasms	25823795
mir-328	Breast Neoplasms	25824027
mir-223	Pleural Mesothelioma	25824152
mir-210	Pulmonary Hypertension	25825391
mir-193a	Neoplasms [unspecific]	25826780
mir-181c	Breast Neoplasms	25828099
mir-208a	Myocardial Infarction	25828373
mir-23a	Heart Failure	25829494
mir-21	Lung Neoplasms	25831148
mir-95	Lung Neoplasms	25831148
mir-340	Glioblastoma	25831237
mir-200	Carcinoma, Colon	25832648
mir-451	Glioblastoma	25833239
mir-150	Leukemia, Lymphocytic, Chronic, B-Cell	25833959
mir-155	Leukemia, Lymphocytic, Chronic, B-Cell	25833959
mir-223	Leukemia, Lymphocytic, Chronic, B-Cell	25833959
mir-29	Leukemia, Lymphocytic, Chronic, B-Cell	25833959
mir-122	Hepatitis C Virus Infection	25836383
mir-182	Glioblastoma	25838542
mir-199a	Carcinoma, Ovarian	25839163
mir-208	Heart Failure	25840809
mir-208	Vascular Hypertrophy	25840809
mir-203	Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal	25840888
mir-132	Pancreatic Neoplasms	25840985
mir-889	Squamous Cell Carcinoma, Esophageal	25841337
mir-942	Squamous Cell Carcinoma, Esophageal	25844602
mir-99a	Chronic Hepatitis C	25844942
mir-154	Lung Neoplasms	25846246
mir-210	Prostate Neoplasms	25846647
mir-221	Prostate Neoplasms	25846647
mir-335	Carcinoma, Renal Cell, Clear-Cell	25846734
mir-9	Carcinoma, Ovarian	25846738
mir-27b	Congenital Heart Diseases	25847058
mir-144	Osteosarcoma	25854173
mir-125a	Vascular Disease [unspecific]	25854878
mir-122	Hepatitis C Virus Infection	25855736
mir-183	Neoplasms [unspecific]	25856466
mir-98	Neoplasms [unspecific]	25856466
mir-100	Cardiovascular Diseases [unspecific]	25857370
mir-29a	Scleroderma, Systemic	25857445
mir-25	Carcinoma, Prostate	25858144
mir-93	Viral Infectious Disease	25858415
mir-29c	Leukemia, Lymphocytic, Chronic, B-Cell	25860243
mir-497	Leukemia, Lymphocytic, Chronic, B-Cell	25860243
mir-1234	Gastric Neoplasms	25861021
mir-135b	Gastric Neoplasms	25861021
mir-20a	Gastric Neoplasms	25861021
mir-210	Gastric Neoplasms	25861021
mir-23b	Gastric Neoplasms	25861021
mir-423	Gastric Neoplasms	25861021
mir-455	Gastric Neoplasms	25861021
mir-4739	Gastric Neoplasms	25861021
mir-494	Carcinoma, Lung, Non-Small-Cell	25861022
mir-106b	Pituitary Neoplasms	25862551
mir-17	Pituitary Neoplasms	25862551
mir-20a	Pituitary Neoplasms	25862551
mir-29c	Pancreatic Neoplasms	25863127
mir-222	Cardiovascular Diseases [unspecific]	25863248
mir-148a	Bladder Neoplasms	25865490
mir-150	Lymphoma, Large B-Cell, Diffuse	25866097
mir-155	Lymphoma, Large B-Cell, Diffuse	25866097
mir-18a	Lymphoma, Large B-Cell, Diffuse	25866097
mir-221	Lymphoma, Large B-Cell, Diffuse	25866097
mir-222	Lymphoma, Large B-Cell, Diffuse	25866097
mir-342	Lymphoma, Large B-Cell, Diffuse	25866097
mir-621	Breast Neoplasms	25867061
mir-149	Stroke, Ischemic	25867405
mir-103	Myocardial Infarction	25867756
mir-16	Myocardial Infarction	25867756
mir-26	Myocardial Infarction	25867756
mir-320	Myocardial Infarction	25867756
let-7b	Melanoma	25868368
mir-21	Melanoma	25868368
